"lsoa11cd","CAUTH18NM","lsoa11nm","GRP_CD","GRP_LABEL"
"E01011343","West Yorkshire","Leeds 061B",7,"Passive and Uncommitted Users"
"E01011344","West Yorkshire","Leeds 065A",7,"Passive and Uncommitted Users"
"E01011345","West Yorkshire","Leeds 061C",7,"Passive and Uncommitted Users"
"E01011346","West Yorkshire","Leeds 060D",10,"e-Withdrawn"
"E01011347","West Yorkshire","Leeds 065B",7,"Passive and Uncommitted Users"
"E01011348","West Yorkshire","Leeds 065C",10,"e-Withdrawn"
"E01011349","West Yorkshire","Leeds 065D",10,"e-Withdrawn"
"E01011350","West Yorkshire","Leeds 034A",3,"e-Veterans"
"E01011351","West Yorkshire","Leeds 034B",2,"e-Professionals"
"E01011352","West Yorkshire","Leeds 034C",2,"e-Professionals"
"E01011353","West Yorkshire","Leeds 034D",3,"e-Veterans"
"E01011354","West Yorkshire","Leeds 038A",7,"Passive and Uncommitted Users"
"E01011355","West Yorkshire","Leeds 038B",7,"Passive and Uncommitted Users"
"E01011356","West Yorkshire","Leeds 042A",3,"e-Veterans"
"E01011357","West Yorkshire","Leeds 038C",10,"e-Withdrawn"
"E01011358","West Yorkshire","Leeds 042B",7,"Passive and Uncommitted Users"
"E01011359","West Yorkshire","Leeds 042C",4,"Youthful Urban Fringe"
"E01011360","West Yorkshire","Leeds 042D",10,"e-Withdrawn"
"E01011361","West Yorkshire","Leeds 042E",10,"e-Withdrawn"
"E01011362","West Yorkshire","Leeds 081A",7,"Passive and Uncommitted Users"
"E01011363","West Yorkshire","Leeds 071E",10,"e-Withdrawn"
"E01011364","West Yorkshire","Leeds 085A",10,"e-Withdrawn"
"E01011366","West Yorkshire","Leeds 082A",10,"e-Withdrawn"
"E01011368","West Yorkshire","Leeds 082C",10,"e-Withdrawn"
"E01011369","West Yorkshire","Leeds 090E",10,"e-Withdrawn"
"E01011370","West Yorkshire","Leeds 082D",7,"Passive and Uncommitted Users"
"E01011371","West Yorkshire","Leeds 085B",10,"e-Withdrawn"
"E01011372","West Yorkshire","Leeds 086C",10,"e-Withdrawn"
"E01011373","West Yorkshire","Leeds 085C",10,"e-Withdrawn"
"E01011374","West Yorkshire","Leeds 085D",7,"Passive and Uncommitted Users"
"E01011375","West Yorkshire","Leeds 086D",10,"e-Withdrawn"
"E01011376","West Yorkshire","Leeds 013A",5,"e-Rational Utilitarians"
"E01011377","West Yorkshire","Leeds 013B",8,"Digital Seniors"
"E01011378","West Yorkshire","Leeds 013C",7,"Passive and Uncommitted Users"
"E01011379","West Yorkshire","Leeds 017A",7,"Passive and Uncommitted Users"
"E01011380","West Yorkshire","Leeds 016A",5,"e-Rational Utilitarians"
"E01011381","West Yorkshire","Leeds 016B",3,"e-Veterans"
"E01011382","West Yorkshire","Leeds 013D",6,"e-Mainstream"
"E01011383","West Yorkshire","Leeds 019A",6,"e-Mainstream"
"E01011384","West Yorkshire","Leeds 017B",6,"e-Mainstream"
"E01011385","West Yorkshire","Leeds 016C",5,"e-Rational Utilitarians"
"E01011386","West Yorkshire","Leeds 016D",3,"e-Veterans"
"E01011388","West Yorkshire","Leeds 019B",6,"e-Mainstream"
"E01011390","West Yorkshire","Leeds 087A",7,"Passive and Uncommitted Users"
"E01011391","West Yorkshire","Leeds 087B",9,"Settled Offline Communities"
"E01011392","West Yorkshire","Leeds 087C",9,"Settled Offline Communities"
"E01011393","West Yorkshire","Leeds 103C",5,"e-Rational Utilitarians"
"E01011394","West Yorkshire","Leeds 103D",8,"Digital Seniors"
"E01011395","West Yorkshire","Leeds 103E",3,"e-Veterans"
"E01011396","West Yorkshire","Leeds 074A",6,"e-Mainstream"
"E01011397","West Yorkshire","Leeds 077A",6,"e-Mainstream"
"E01011398","West Yorkshire","Leeds 077B",3,"e-Veterans"
"E01011399","West Yorkshire","Leeds 074B",8,"Digital Seniors"
"E01011400","West Yorkshire","Leeds 074C",8,"Digital Seniors"
"E01011401","West Yorkshire","Leeds 077C",5,"e-Rational Utilitarians"
"E01011402","West Yorkshire","Leeds 087D",9,"Settled Offline Communities"
"E01011403","West Yorkshire","Leeds 074D",9,"Settled Offline Communities"
"E01011404","West Yorkshire","Leeds 077D",5,"e-Rational Utilitarians"
"E01011405","West Yorkshire","Leeds 077E",9,"Settled Offline Communities"
"E01011406","West Yorkshire","Leeds 057A",6,"e-Mainstream"
"E01011407","West Yorkshire","Leeds 057B",7,"Passive and Uncommitted Users"
"E01011408","West Yorkshire","Leeds 057C",9,"Settled Offline Communities"
"E01011409","West Yorkshire","Leeds 057D",6,"e-Mainstream"
"E01011410","West Yorkshire","Leeds 057E",8,"Digital Seniors"
"E01011411","West Yorkshire","Leeds 073A",5,"e-Rational Utilitarians"
"E01011412","West Yorkshire","Leeds 057F",9,"Settled Offline Communities"
"E01011413","West Yorkshire","Leeds 069A",3,"e-Veterans"
"E01011414","West Yorkshire","Leeds 073B",6,"e-Mainstream"
"E01011415","West Yorkshire","Leeds 069B",6,"e-Mainstream"
"E01011416","West Yorkshire","Leeds 069C",6,"e-Mainstream"
"E01011417","West Yorkshire","Leeds 069D",9,"Settled Offline Communities"
"E01011418","West Yorkshire","Leeds 073C",6,"e-Mainstream"
"E01011419","West Yorkshire","Leeds 073D",5,"e-Rational Utilitarians"
"E01011420","West Yorkshire","Leeds 069E",9,"Settled Offline Communities"
"E01011421","West Yorkshire","Leeds 040A",7,"Passive and Uncommitted Users"
"E01011422","West Yorkshire","Leeds 048A",7,"Passive and Uncommitted Users"
"E01011423","West Yorkshire","Leeds 047A",7,"Passive and Uncommitted Users"
"E01011424","West Yorkshire","Leeds 047B",7,"Passive and Uncommitted Users"
"E01011425","West Yorkshire","Leeds 040B",6,"e-Mainstream"
"E01011426","West Yorkshire","Leeds 048B",10,"e-Withdrawn"
"E01011427","West Yorkshire","Leeds 047C",10,"e-Withdrawn"
"E01011428","West Yorkshire","Leeds 048C",10,"e-Withdrawn"
"E01011429","West Yorkshire","Leeds 048D",10,"e-Withdrawn"
"E01011430","West Yorkshire","Leeds 053A",10,"e-Withdrawn"
"E01011431","West Yorkshire","Leeds 047D",10,"e-Withdrawn"
"E01011432","West Yorkshire","Leeds 053B",10,"e-Withdrawn"
"E01011433","West Yorkshire","Leeds 053C",7,"Passive and Uncommitted Users"
"E01011434","West Yorkshire","Leeds 053D",7,"Passive and Uncommitted Users"
"E01011435","West Yorkshire","Leeds 044A",1,"e-Cultural Creators"
"E01011440","West Yorkshire","Leeds 044D",1,"e-Cultural Creators"
"E01011441","West Yorkshire","Leeds 044E",1,"e-Cultural Creators"
"E01011442","West Yorkshire","Leeds 110A",1,"e-Cultural Creators"
"E01011443","West Yorkshire","Leeds 110B",1,"e-Cultural Creators"
"E01011444","West Yorkshire","Leeds 110C",1,"e-Cultural Creators"
"E01011445","West Yorkshire","Leeds 054A",1,"e-Cultural Creators"
"E01011446","West Yorkshire","Leeds 054B",1,"e-Cultural Creators"
"E01011447","West Yorkshire","Leeds 054C",1,"e-Cultural Creators"
"E01011448","West Yorkshire","Leeds 054D",1,"e-Cultural Creators"
"E01011449","West Yorkshire","Leeds 054E",1,"e-Cultural Creators"
"E01011450","West Yorkshire","Leeds 038D",6,"e-Mainstream"
"E01011451","West Yorkshire","Leeds 110D",1,"e-Cultural Creators"
"E01011452","West Yorkshire","Leeds 027A",3,"e-Veterans"
"E01011453","West Yorkshire","Leeds 028A",3,"e-Veterans"
"E01011454","West Yorkshire","Leeds 027B",3,"e-Veterans"
"E01011455","West Yorkshire","Leeds 021A",3,"e-Veterans"
"E01011456","West Yorkshire","Leeds 021B",5,"e-Rational Utilitarians"
"E01011457","West Yorkshire","Leeds 027C",3,"e-Veterans"
"E01011458","West Yorkshire","Leeds 027D",5,"e-Rational Utilitarians"
"E01011459","West Yorkshire","Leeds 021C",3,"e-Veterans"
"E01011460","West Yorkshire","Leeds 028B",3,"e-Veterans"
"E01011461","West Yorkshire","Leeds 021D",5,"e-Rational Utilitarians"
"E01011462","West Yorkshire","Leeds 028C",6,"e-Mainstream"
"E01011463","West Yorkshire","Leeds 028D",7,"Passive and Uncommitted Users"
"E01011464","West Yorkshire","Leeds 028E",3,"e-Veterans"
"E01011465","West Yorkshire","Leeds 027E",6,"e-Mainstream"
"E01011466","West Yorkshire","Leeds 094A",10,"e-Withdrawn"
"E01011467","West Yorkshire","Leeds 112A",10,"e-Withdrawn"
"E01011468","West Yorkshire","Leeds 112B",10,"e-Withdrawn"
"E01011469","West Yorkshire","Leeds 094B",7,"Passive and Uncommitted Users"
"E01011470","West Yorkshire","Leeds 112C",7,"Passive and Uncommitted Users"
"E01011471","West Yorkshire","Leeds 092A",10,"e-Withdrawn"
"E01011472","West Yorkshire","Leeds 092B",10,"e-Withdrawn"
"E01011473","West Yorkshire","Leeds 092C",10,"e-Withdrawn"
"E01011474","West Yorkshire","Leeds 092D",10,"e-Withdrawn"
"E01011475","West Yorkshire","Leeds 094C",7,"Passive and Uncommitted Users"
"E01011476","West Yorkshire","Leeds 094D",10,"e-Withdrawn"
"E01011477","West Yorkshire","Leeds 045A",4,"Youthful Urban Fringe"
"E01011478","West Yorkshire","Leeds 056A",2,"e-Professionals"
"E01011479","West Yorkshire","Leeds 056B",1,"e-Cultural Creators"
"E01011480","West Yorkshire","Leeds 045B",6,"e-Mainstream"
"E01011481","West Yorkshire","Leeds 056C",1,"e-Cultural Creators"
"E01011482","West Yorkshire","Leeds 056D",2,"e-Professionals"
"E01011483","West Yorkshire","Leeds 056E",4,"Youthful Urban Fringe"
"E01011484","West Yorkshire","Leeds 033A",10,"e-Withdrawn"
"E01011485","West Yorkshire","Leeds 033B",7,"Passive and Uncommitted Users"
"E01011488","West Yorkshire","Leeds 045C",2,"e-Professionals"
"E01011489","West Yorkshire","Leeds 045D",4,"Youthful Urban Fringe"
"E01011490","West Yorkshire","Leeds 099A",6,"e-Mainstream"
"E01011491","West Yorkshire","Leeds 101A",10,"e-Withdrawn"
"E01011492","West Yorkshire","Leeds 101B",10,"e-Withdrawn"
"E01011493","West Yorkshire","Leeds 101C",10,"e-Withdrawn"
"E01011494","West Yorkshire","Leeds 101D",10,"e-Withdrawn"
"E01011496","West Yorkshire","Leeds 100A",3,"e-Veterans"
"E01011497","West Yorkshire","Leeds 101E",10,"e-Withdrawn"
"E01011499","West Yorkshire","Leeds 105C",3,"e-Veterans"
"E01011500","West Yorkshire","Leeds 105D",8,"Digital Seniors"
"E01011502","West Yorkshire","Leeds 099C",10,"e-Withdrawn"
"E01011504","West Yorkshire","Leeds 032A",7,"Passive and Uncommitted Users"
"E01011505","West Yorkshire","Leeds 025A",6,"e-Mainstream"
"E01011506","West Yorkshire","Leeds 025B",4,"Youthful Urban Fringe"
"E01011507","West Yorkshire","Leeds 025C",6,"e-Mainstream"
"E01011508","West Yorkshire","Leeds 024A",2,"e-Professionals"
"E01011509","West Yorkshire","Leeds 023A",5,"e-Rational Utilitarians"
"E01011510","West Yorkshire","Leeds 025D",10,"e-Withdrawn"
"E01011511","West Yorkshire","Leeds 023B",6,"e-Mainstream"
"E01011512","West Yorkshire","Leeds 023C",3,"e-Veterans"
"E01011513","West Yorkshire","Leeds 031A",3,"e-Veterans"
"E01011514","West Yorkshire","Leeds 025E",3,"e-Veterans"
"E01011515","West Yorkshire","Leeds 023D",3,"e-Veterans"
"E01011516","West Yorkshire","Leeds 023E",3,"e-Veterans"
"E01011517","West Yorkshire","Leeds 024B",3,"e-Veterans"
"E01011518","West Yorkshire","Leeds 093A",6,"e-Mainstream"
"E01011519","West Yorkshire","Leeds 095A",7,"Passive and Uncommitted Users"
"E01011520","West Yorkshire","Leeds 096A",8,"Digital Seniors"
"E01011521","West Yorkshire","Leeds 096B",6,"e-Mainstream"
"E01011522","West Yorkshire","Leeds 095B",5,"e-Rational Utilitarians"
"E01011523","West Yorkshire","Leeds 096C",8,"Digital Seniors"
"E01011524","West Yorkshire","Leeds 093B",6,"e-Mainstream"
"E01011525","West Yorkshire","Leeds 095C",6,"e-Mainstream"
"E01011526","West Yorkshire","Leeds 093C",3,"e-Veterans"
"E01011527","West Yorkshire","Leeds 096D",8,"Digital Seniors"
"E01011528","West Yorkshire","Leeds 095D",3,"e-Veterans"
"E01011529","West Yorkshire","Leeds 096E",7,"Passive and Uncommitted Users"
"E01011530","West Yorkshire","Leeds 106A",6,"e-Mainstream"
"E01011531","West Yorkshire","Leeds 093D",9,"Settled Offline Communities"
"E01011532","West Yorkshire","Leeds 095E",7,"Passive and Uncommitted Users"
"E01011533","West Yorkshire","Leeds 104A",6,"e-Mainstream"
"E01011534","West Yorkshire","Leeds 106B",6,"e-Mainstream"
"E01011535","West Yorkshire","Leeds 108A",5,"e-Rational Utilitarians"
"E01011536","West Yorkshire","Leeds 108B",8,"Digital Seniors"
"E01011537","West Yorkshire","Leeds 107A",8,"Digital Seniors"
"E01011538","West Yorkshire","Leeds 107B",7,"Passive and Uncommitted Users"
"E01011540","West Yorkshire","Leeds 102B",7,"Passive and Uncommitted Users"
"E01011541","West Yorkshire","Leeds 104B",7,"Passive and Uncommitted Users"
"E01011545","West Yorkshire","Leeds 104C",6,"e-Mainstream"
"E01011546","West Yorkshire","Leeds 106C",7,"Passive and Uncommitted Users"
"E01011547","West Yorkshire","Leeds 104D",7,"Passive and Uncommitted Users"
"E01011548","West Yorkshire","Leeds 106D",8,"Digital Seniors"
"E01011549","West Yorkshire","Leeds 108C",3,"e-Veterans"
"E01011550","West Yorkshire","Leeds 106E",3,"e-Veterans"
"E01011551","West Yorkshire","Leeds 107C",3,"e-Veterans"
"E01011552","West Yorkshire","Leeds 107D",7,"Passive and Uncommitted Users"
"E01011553","West Yorkshire","Leeds 108D",6,"e-Mainstream"
"E01011554","West Yorkshire","Leeds 012A",3,"e-Veterans"
"E01011555","West Yorkshire","Leeds 018A",3,"e-Veterans"
"E01011556","West Yorkshire","Leeds 015A",3,"e-Veterans"
"E01011557","West Yorkshire","Leeds 015B",3,"e-Veterans"
"E01011558","West Yorkshire","Leeds 018B",7,"Passive and Uncommitted Users"
"E01011559","West Yorkshire","Leeds 018C",7,"Passive and Uncommitted Users"
"E01011560","West Yorkshire","Leeds 018D",7,"Passive and Uncommitted Users"
"E01011561","West Yorkshire","Leeds 006A",3,"e-Veterans"
"E01011562","West Yorkshire","Leeds 012B",3,"e-Veterans"
"E01011563","West Yorkshire","Leeds 012C",3,"e-Veterans"
"E01011564","West Yorkshire","Leeds 012D",3,"e-Veterans"
"E01011565","West Yorkshire","Leeds 015C",3,"e-Veterans"
"E01011566","West Yorkshire","Leeds 015D",3,"e-Veterans"
"E01011567","West Yorkshire","Leeds 012E",3,"e-Veterans"
"E01011568","West Yorkshire","Leeds 015E",3,"e-Veterans"
"E01011569","West Yorkshire","Leeds 004A",3,"e-Veterans"
"E01011570","West Yorkshire","Leeds 007A",5,"e-Rational Utilitarians"
"E01011571","West Yorkshire","Leeds 004B",8,"Digital Seniors"
"E01011572","West Yorkshire","Leeds 004C",3,"e-Veterans"
"E01011573","West Yorkshire","Leeds 004D",6,"e-Mainstream"
"E01011574","West Yorkshire","Leeds 004E",8,"Digital Seniors"
"E01011576","West Yorkshire","Leeds 007C",5,"e-Rational Utilitarians"
"E01011578","West Yorkshire","Leeds 011D",8,"Digital Seniors"
"E01011579","West Yorkshire","Leeds 014C",3,"e-Veterans"
"E01011580","West Yorkshire","Leeds 014D",5,"e-Rational Utilitarians"
"E01011581","West Yorkshire","Leeds 003A",8,"Digital Seniors"
"E01011582","West Yorkshire","Leeds 003B",7,"Passive and Uncommitted Users"
"E01011583","West Yorkshire","Leeds 003C",5,"e-Rational Utilitarians"
"E01011584","West Yorkshire","Leeds 003D",5,"e-Rational Utilitarians"
"E01011585","West Yorkshire","Leeds 062A",7,"Passive and Uncommitted Users"
"E01011586","West Yorkshire","Leeds 066A",6,"e-Mainstream"
"E01011587","West Yorkshire","Leeds 062B",3,"e-Veterans"
"E01011588","West Yorkshire","Leeds 039A",6,"e-Mainstream"
"E01011589","West Yorkshire","Leeds 039B",3,"e-Veterans"
"E01011590","West Yorkshire","Leeds 039C",5,"e-Rational Utilitarians"
"E01011591","West Yorkshire","Leeds 052D",3,"e-Veterans"
"E01011592","West Yorkshire","Leeds 039D",6,"e-Mainstream"
"E01011593","West Yorkshire","Leeds 039E",5,"e-Rational Utilitarians"
"E01011594","West Yorkshire","Leeds 062C",7,"Passive and Uncommitted Users"
"E01011595","West Yorkshire","Leeds 066B",4,"Youthful Urban Fringe"
"E01011596","West Yorkshire","Leeds 062D",6,"e-Mainstream"
"E01011597","West Yorkshire","Leeds 066C",6,"e-Mainstream"
"E01011598","West Yorkshire","Leeds 062E",6,"e-Mainstream"
"E01011599","West Yorkshire","Leeds 066D",6,"e-Mainstream"
"E01011600","West Yorkshire","Leeds 079A",6,"e-Mainstream"
"E01011601","West Yorkshire","Leeds 079B",7,"Passive and Uncommitted Users"
"E01011602","West Yorkshire","Leeds 076A",8,"Digital Seniors"
"E01011603","West Yorkshire","Leeds 076B",6,"e-Mainstream"
"E01011604","West Yorkshire","Leeds 079C",6,"e-Mainstream"
"E01011605","West Yorkshire","Leeds 076C",6,"e-Mainstream"
"E01011606","West Yorkshire","Leeds 076D",6,"e-Mainstream"
"E01011607","West Yorkshire","Leeds 079D",6,"e-Mainstream"
"E01011608","West Yorkshire","Leeds 068A",7,"Passive and Uncommitted Users"
"E01011609","West Yorkshire","Leeds 068B",7,"Passive and Uncommitted Users"
"E01011610","West Yorkshire","Leeds 068C",6,"e-Mainstream"
"E01011611","West Yorkshire","Leeds 068D",10,"e-Withdrawn"
"E01011612","West Yorkshire","Leeds 079E",10,"e-Withdrawn"
"E01011613","West Yorkshire","Leeds 076E",6,"e-Mainstream"
"E01011614","West Yorkshire","Leeds 068E",6,"e-Mainstream"
"E01011615","West Yorkshire","Leeds 070A",7,"Passive and Uncommitted Users"
"E01011616","West Yorkshire","Leeds 072A",10,"e-Withdrawn"
"E01011617","West Yorkshire","Leeds 070B",7,"Passive and Uncommitted Users"
"E01011618","West Yorkshire","Leeds 070C",7,"Passive and Uncommitted Users"
"E01011620","West Yorkshire","Leeds 072B",7,"Passive and Uncommitted Users"
"E01011621","West Yorkshire","Leeds 070D",7,"Passive and Uncommitted Users"
"E01011622","West Yorkshire","Leeds 072C",10,"e-Withdrawn"
"E01011623","West Yorkshire","Leeds 075B",10,"e-Withdrawn"
"E01011624","West Yorkshire","Leeds 072D",10,"e-Withdrawn"
"E01011625","West Yorkshire","Leeds 075C",7,"Passive and Uncommitted Users"
"E01011626","West Yorkshire","Leeds 075D",7,"Passive and Uncommitted Users"
"E01011627","West Yorkshire","Leeds 098A",7,"Passive and Uncommitted Users"
"E01011628","West Yorkshire","Leeds 098B",9,"Settled Offline Communities"
"E01011629","West Yorkshire","Leeds 098C",7,"Passive and Uncommitted Users"
"E01011630","West Yorkshire","Leeds 100B",6,"e-Mainstream"
"E01011632","West Yorkshire","Leeds 098D",7,"Passive and Uncommitted Users"
"E01011633","West Yorkshire","Leeds 098E",8,"Digital Seniors"
"E01011634","West Yorkshire","Leeds 100C",8,"Digital Seniors"
"E01011635","West Yorkshire","Leeds 097B",6,"e-Mainstream"
"E01011636","West Yorkshire","Leeds 100D",8,"Digital Seniors"
"E01011637","West Yorkshire","Leeds 097C",6,"e-Mainstream"
"E01011638","West Yorkshire","Leeds 097D",8,"Digital Seniors"
"E01011639","West Yorkshire","Leeds 100E",7,"Passive and Uncommitted Users"
"E01011641","West Yorkshire","Leeds 032B",3,"e-Veterans"
"E01011642","West Yorkshire","Leeds 032C",3,"e-Veterans"
"E01011643","West Yorkshire","Leeds 037A",3,"e-Veterans"
"E01011644","West Yorkshire","Leeds 037B",6,"e-Mainstream"
"E01011645","West Yorkshire","Leeds 032D",3,"e-Veterans"
"E01011646","West Yorkshire","Leeds 037C",6,"e-Mainstream"
"E01011647","West Yorkshire","Leeds 037D",7,"Passive and Uncommitted Users"
"E01011648","West Yorkshire","Leeds 037E",4,"Youthful Urban Fringe"
"E01011649","West Yorkshire","Leeds 022B",5,"e-Rational Utilitarians"
"E01011650","West Yorkshire","Leeds 020A",3,"e-Veterans"
"E01011651","West Yorkshire","Leeds 020B",3,"e-Veterans"
"E01011652","West Yorkshire","Leeds 024C",3,"e-Veterans"
"E01011653","West Yorkshire","Leeds 020C",3,"e-Veterans"
"E01011654","West Yorkshire","Leeds 024D",3,"e-Veterans"
"E01011655","West Yorkshire","Leeds 020D",3,"e-Veterans"
"E01011656","West Yorkshire","Leeds 035A",7,"Passive and Uncommitted Users"
"E01011657","West Yorkshire","Leeds 035B",7,"Passive and Uncommitted Users"
"E01011658","West Yorkshire","Leeds 040C",10,"e-Withdrawn"
"E01011659","West Yorkshire","Leeds 035C",10,"e-Withdrawn"
"E01011660","West Yorkshire","Leeds 040D",10,"e-Withdrawn"
"E01011661","West Yorkshire","Leeds 035D",10,"e-Withdrawn"
"E01011662","West Yorkshire","Leeds 040E",10,"e-Withdrawn"
"E01011663","West Yorkshire","Leeds 050A",7,"Passive and Uncommitted Users"
"E01011664","West Yorkshire","Leeds 050B",10,"e-Withdrawn"
"E01011665","West Yorkshire","Leeds 050C",7,"Passive and Uncommitted Users"
"E01011666","West Yorkshire","Leeds 061D",6,"e-Mainstream"
"E01011667","West Yorkshire","Leeds 050D",10,"e-Withdrawn"
"E01011668","West Yorkshire","Leeds 110E",1,"e-Cultural Creators"
"E01011669","West Yorkshire","Leeds 110F",1,"e-Cultural Creators"
"E01011670","West Yorkshire","Leeds 055A",4,"Youthful Urban Fringe"
"E01011671","West Yorkshire","Leeds 055B",7,"Passive and Uncommitted Users"
"E01011673","West Yorkshire","Leeds 064B",7,"Passive and Uncommitted Users"
"E01011677","West Yorkshire","Leeds 064D",10,"e-Withdrawn"
"E01011678","West Yorkshire","Leeds 063B",1,"e-Cultural Creators"
"E01011681","West Yorkshire","Leeds 063D",4,"Youthful Urban Fringe"
"E01011684","West Yorkshire","Leeds 019C",6,"e-Mainstream"
"E01011685","West Yorkshire","Leeds 109A",2,"e-Professionals"
"E01011686","West Yorkshire","Leeds 033E",10,"e-Withdrawn"
"E01011687","West Yorkshire","Leeds 109B",3,"e-Veterans"
"E01011688","West Yorkshire","Leeds 031B",3,"e-Veterans"
"E01011689","West Yorkshire","Leeds 031C",6,"e-Mainstream"
"E01011690","West Yorkshire","Leeds 109C",2,"e-Professionals"
"E01011691","West Yorkshire","Leeds 031D",4,"Youthful Urban Fringe"
"E01011692","West Yorkshire","Leeds 109D",2,"e-Professionals"
"E01011693","West Yorkshire","Leeds 109E",2,"e-Professionals"
"E01011694","West Yorkshire","Leeds 109F",2,"e-Professionals"
"E01011695","West Yorkshire","Leeds 019D",7,"Passive and Uncommitted Users"
"E01011696","West Yorkshire","Leeds 006B",5,"e-Rational Utilitarians"
"E01011697","West Yorkshire","Leeds 002A",6,"e-Mainstream"
"E01011698","West Yorkshire","Leeds 001A",8,"Digital Seniors"
"E01011699","West Yorkshire","Leeds 001B",5,"e-Rational Utilitarians"
"E01011700","West Yorkshire","Leeds 002B",8,"Digital Seniors"
"E01011701","West Yorkshire","Leeds 001C",5,"e-Rational Utilitarians"
"E01011702","West Yorkshire","Leeds 001D",5,"e-Rational Utilitarians"
"E01011703","West Yorkshire","Leeds 001E",5,"e-Rational Utilitarians"
"E01011704","West Yorkshire","Leeds 002C",9,"Settled Offline Communities"
"E01011705","West Yorkshire","Leeds 002D",7,"Passive and Uncommitted Users"
"E01011706","West Yorkshire","Leeds 006C",5,"e-Rational Utilitarians"
"E01011707","West Yorkshire","Leeds 005A",9,"Settled Offline Communities"
"E01011708","West Yorkshire","Leeds 006D",5,"e-Rational Utilitarians"
"E01011709","West Yorkshire","Leeds 005B",5,"e-Rational Utilitarians"
"E01011710","West Yorkshire","Leeds 005C",5,"e-Rational Utilitarians"
"E01011711","West Yorkshire","Leeds 005D",5,"e-Rational Utilitarians"
"E01011712","West Yorkshire","Leeds 005E",5,"e-Rational Utilitarians"
"E01011713","West Yorkshire","Leeds 006E",3,"e-Veterans"
"E01011714","West Yorkshire","Leeds 029A",8,"Digital Seniors"
"E01011715","West Yorkshire","Leeds 022C",5,"e-Rational Utilitarians"
"E01011716","West Yorkshire","Leeds 029B",6,"e-Mainstream"
"E01011717","West Yorkshire","Leeds 029C",7,"Passive and Uncommitted Users"
"E01011718","West Yorkshire","Leeds 029D",7,"Passive and Uncommitted Users"
"E01011719","West Yorkshire","Leeds 022D",8,"Digital Seniors"
"E01011720","West Yorkshire","Leeds 029E",10,"e-Withdrawn"
"E01011721","West Yorkshire","Leeds 041A",10,"e-Withdrawn"
"E01011722","West Yorkshire","Leeds 041B",7,"Passive and Uncommitted Users"
"E01011723","West Yorkshire","Leeds 041C",10,"e-Withdrawn"
"E01011724","West Yorkshire","Leeds 041D",7,"Passive and Uncommitted Users"
"E01011725","West Yorkshire","Leeds 078A",10,"e-Withdrawn"
"E01011726","West Yorkshire","Leeds 080A",7,"Passive and Uncommitted Users"
"E01011727","West Yorkshire","Leeds 080B",6,"e-Mainstream"
"E01011728","West Yorkshire","Leeds 080C",8,"Digital Seniors"
"E01011729","West Yorkshire","Leeds 078B",7,"Passive and Uncommitted Users"
"E01011730","West Yorkshire","Leeds 078C",7,"Passive and Uncommitted Users"
"E01011731","West Yorkshire","Leeds 081B",8,"Digital Seniors"
"E01011732","West Yorkshire","Leeds 081C",6,"e-Mainstream"
"E01011733","West Yorkshire","Leeds 081D",7,"Passive and Uncommitted Users"
"E01011734","West Yorkshire","Leeds 083A",3,"e-Veterans"
"E01011735","West Yorkshire","Leeds 078D",10,"e-Withdrawn"
"E01011736","West Yorkshire","Leeds 083B",7,"Passive and Uncommitted Users"
"E01011737","West Yorkshire","Leeds 083C",7,"Passive and Uncommitted Users"
"E01011738","West Yorkshire","Leeds 083D",8,"Digital Seniors"
"E01011739","West Yorkshire","Leeds 080D",10,"e-Withdrawn"
"E01011740","West Yorkshire","Wakefield 001A",10,"e-Withdrawn"
"E01011741","West Yorkshire","Wakefield 001B",7,"Passive and Uncommitted Users"
"E01011742","West Yorkshire","Wakefield 001C",10,"e-Withdrawn"
"E01011743","West Yorkshire","Wakefield 003A",8,"Digital Seniors"
"E01011744","West Yorkshire","Wakefield 003B",6,"e-Mainstream"
"E01011745","West Yorkshire","Wakefield 001D",10,"e-Withdrawn"
"E01011746","West Yorkshire","Wakefield 001E",10,"e-Withdrawn"
"E01011747","West Yorkshire","Wakefield 003C",10,"e-Withdrawn"
"E01011748","West Yorkshire","Wakefield 005A",8,"Digital Seniors"
"E01011749","West Yorkshire","Wakefield 005B",6,"e-Mainstream"
"E01011750","West Yorkshire","Wakefield 003D",10,"e-Withdrawn"
"E01011751","West Yorkshire","Wakefield 005C",6,"e-Mainstream"
"E01011752","West Yorkshire","Wakefield 002A",7,"Passive and Uncommitted Users"
"E01011753","West Yorkshire","Wakefield 002B",7,"Passive and Uncommitted Users"
"E01011754","West Yorkshire","Wakefield 003E",10,"e-Withdrawn"
"E01011755","West Yorkshire","Wakefield 005D",6,"e-Mainstream"
"E01011756","West Yorkshire","Wakefield 002C",10,"e-Withdrawn"
"E01011757","West Yorkshire","Wakefield 004A",7,"Passive and Uncommitted Users"
"E01011758","West Yorkshire","Wakefield 013A",7,"Passive and Uncommitted Users"
"E01011759","West Yorkshire","Wakefield 004B",7,"Passive and Uncommitted Users"
"E01011760","West Yorkshire","Wakefield 002D",7,"Passive and Uncommitted Users"
"E01011761","West Yorkshire","Wakefield 004C",7,"Passive and Uncommitted Users"
"E01011762","West Yorkshire","Wakefield 002E",7,"Passive and Uncommitted Users"
"E01011763","West Yorkshire","Wakefield 004D",10,"e-Withdrawn"
